# Obs_X , Obs_Y , Obs_Z , UV_X , UV_Y , UV_Z , Vmag , detID , eclipticLat , obsCode , solarElong , timeUTC , trkID
0.9221840521063432 , 0.37906167471696234 , 3.559647137305875e-06 , 0.5557924992040176 , -0.8024488452133428 , -0.2171878188212325 , 20.5 , KskIlB01000069Uc010000004 , -0.2189325926230445 , F51 , 1.7813289954944653 , 2457311.75377 , 000002KgJY
0.9222559304140066 , 0.37888863695572944 , 4.366500748446978e-06 , 0.555733014760527 , -0.802481663471559 , -0.21721877473435686 , 20.7 , KskIlB01000069Uc010000003 , -0.21896430564040117 , F51 , 1.78144302818669 , 2457311.74297 , 000002KgJY
0.922327578534729 , 0.3787158649095589 , 5.121328818887213e-06 , 0.5556736708787466 , -0.8025143639991507 , -0.2172497803616312 , 20.6 , KskIlB01000069Uc010000002 , -0.2189960698121367 , F51 , 1.7815569231932555 , 2457311.73218 , 000002KgJY
0.9223990721839749 , 0.37854320624202376 , 5.821456832365599e-06 , 0.5556139459422669 , -0.8025473144118548 , -0.2172808118651606 , 20.6 , KskIlB01000069Uc010000001 , -0.21902786071802607 , F51 , 1.7816702108571567 , 2457311.72139 , 000002KgJY
0.9288758661538021 , 0.3631440711271205 , 4.724807386681802e-06 , 0.5501563680825661 , -0.8055558583005329 , -0.22001756706202286 , 20.2 , KsjHmP01000069Px010000007 , -0.22183247880023294 , F51 , 1.7916638770045834 , 2457310.75321 , 000002KZ86
0.9289433077887332 , 0.3629734069217987 , 5.5019928835989545e-06 , 0.5500986463626164 , -0.8055869175783067 , -0.22004817085515516 , 20.1 , KsjHmP01000069Px010000006 , -0.2218638514601313 , F51 , 1.7917762676320548 , 2457310.74263 , 000002KZ86
0.9290106579028019 , 0.3628026857342678 , 6.2295913519304175e-06 , 0.5500414726171886 , -0.8056174477448091 , -0.22007931817927445 , 20.4 , KsjHmP01000069Px010000005 , -0.22189578153425657 , F51 , 1.7918894071602052 , 2457310.73204 , 000002KZ86
0.7359090045074981 , -0.6974223058839484 , 7.173132877062206e-06 , 0.4007996699527518 , -0.8199991907272706 , -0.40860855567693 , 19.1 , KrdJ6I01000066Fb01000000O , -0.4209290208947102 , Q60 , 2.596279489127526 , 2457244.16019 , 000002FZPv
0.7357921102772625 , -0.6975491540700551 , 8.053287948799154e-06 , 0.4008233458219159 , -0.8199791591798166 , -0.4086255302289444 , 19.5 , KrdJ6I01000066Fb01000000N , -0.4209476189463737 , Q60 , 2.596390129482748 , 2457244.15014 , 000002FZPv
0.7356779706361392 , -0.6976727847643813 , 8.89326902398683e-06 , 0.40084158904823036 , -0.8199632321572232 , -0.4086395947526 , 19.3 , KrdJ6I01000066Fb01000000M , -0.4209630287627069 , Q60 , 2.596496029531869 , 2457244.14034 , 000002FZPv
-0.1737341375875407 , -1.0004000972559657 , 5.8422981945072926e-05 , 0.5261908652389276 , -0.7768867257166842 , -0.3457892258939227 , 19.6 , Kqg3gm00000063n001000000a , -0.3530797671232851 , F51 , 2.312272037147598 , 2457185.09902 , 000002DTXX
